,acid,alcohol,botrytis,color_concentration,floral,high_terpenes,hue,low_terpenes,oak,oxidation,phenolic_bitterness,pommaceous_fruit,pyrazines,residual_sugar,stone_fruit,style_name,thiols,white_pepper
5,high,moderate,0,light,0,0,straw,0,0,0,0,1,0,dry,0,Muscadet,0,0
6,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
7,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
8,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
9,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
10,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
11,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
12,high,moderate,0,light,0,0,straw,0,0,0,0,1,0,dry,0,Muscadet,0,0
13,high,moderate,0,light,0,0,straw,0,0,0,0,1,0,dry,0,Muscadet,0,0
14,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
15,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
16,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
17,high,moderate,0,light,0,0,straw,0,0,0,0,1,0,dry,0,Muscadet,0,0
18,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
19,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
20,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
21,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
22,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
23,high,moderate,0,light,0,0,straw,0,0,0,0,1,0,dry,0,Muscadet,0,0
24,high,moderate,0,light,0,0,straw,0,0,0,0,1,0,dry,0,Muscadet,0,0
25,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
26,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
27,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
28,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
29,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
0,moderate,moderate,0,light,0,0,yellow,0,0,0,1,0,0,off-dry,1,Alsace Pinot Gris,1,0
1,elevated,moderate,0,moderate,0,0,gold,0,0,0,1,1,0,slight_rs,1,Alsace Pinot Gris,0,0
2,elevated,moderate,1,moderate,0,0,gold,0,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,1,0
3,moderate,moderate,0,light,0,0,yellow,0,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,0,0
4,elevated,elevated,0,light,0,0,gold,0,0,0,1,0,0,slight_rs,0,Alsace Pinot Gris,0,0
5,moderate,moderate,0,light,1,0,gold,0,0,0,1,0,0,slight_rs,0,Alsace Pinot Gris,1,0
6,moderate,moderate,1,light,1,0,yellow,1,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,1,0
7,moderate,moderate,0,elevated,1,0,gold,0,0,0,1,0,0,off-dry,0,Alsace Pinot Gris,0,0
8,elevated,elevated,0,moderate,0,0,gold,0,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,0,0
9,moderate,elevated,1,moderate,0,0,yellow,1,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,0,0
10,elevated,moderate,0,moderate,1,0,yellow,1,0,0,1,0,0,slight_rs,0,Alsace Pinot Gris,1,0
11,elevated,moderate,1,elevated,1,0,yellow,0,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,1,0
12,moderate,moderate,0,light,1,0,gold,1,0,0,1,1,0,off-dry,1,Alsace Pinot Gris,0,0
13,moderate,moderate,1,light,0,0,gold,0,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,1,0
14,elevated,moderate,0,light,0,0,gold,1,0,0,1,1,0,slight_rs,1,Alsace Pinot Gris,0,0
15,moderate,elevated,1,light,0,0,gold,1,0,0,1,0,0,slight_rs,0,Alsace Pinot Gris,0,0
16,moderate,moderate,1,light,0,0,gold,1,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,0,0
17,moderate,moderate,1,moderate,1,0,yellow,1,0,0,1,1,0,off-dry,0,Alsace Pinot Gris,0,0
18,moderate,moderate,0,light,0,0,gold,0,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,0,0
19,moderate,moderate,1,moderate,0,0,yellow,1,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,1,0
20,elevated,moderate,1,moderate,0,0,gold,1,0,0,1,1,0,slight_rs,1,Alsace Pinot Gris,0,0
21,elevated,elevated,0,light,1,0,yellow,1,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,0,0
22,elevated,moderate,0,moderate,0,0,gold,0,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,0,0
23,moderate,elevated,0,light,0,0,gold,0,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,0,0
24,moderate,moderate,0,elevated,1,0,yellow,0,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,1,0
25,moderate,moderate,0,moderate,0,0,gold,1,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,0,0
26,elevated,moderate,0,light,1,0,yellow,0,0,0,1,0,0,off-dry,1,Alsace Pinot Gris,0,0
27,elevated,moderate,1,moderate,1,0,yellow,0,0,0,1,1,0,off-dry,1,Alsace Pinot Gris,0,0
28,moderate,moderate,1,moderate,1,0,gold,0,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,0,0
29,elevated,moderate,0,light,0,0,gold,0,0,0,1,0,0,slight_rs,1,Alsace Pinot Gris,0,0
0,elevated,high,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
1,moderate,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
2,elevated,elevated,0,moderate,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
3,elevated,high,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
4,elevated,high,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
5,moderate,elevated,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
6,moderate,high,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
7,moderate,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
8,elevated,high,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
9,elevated,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
10,elevated,high,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
11,moderate,elevated,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
12,elevated,elevated,0,moderate,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
13,moderate,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
14,moderate,high,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
15,moderate,elevated,0,moderate,0,0,yellow,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
16,elevated,elevated,0,moderate,0,0,yellow,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
17,elevated,high,0,moderate,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
18,moderate,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
19,moderate,high,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
20,moderate,high,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
21,elevated,high,0,moderate,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
22,elevated,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
23,elevated,elevated,0,moderate,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
24,moderate,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
25,moderate,elevated,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
26,elevated,elevated,0,moderate,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
27,elevated,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
28,moderate,high,0,light,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,1,0
29,moderate,elevated,0,moderate,0,0,straw,0,1,0,0,0,1,dry,0,CA Sauvignon Blanc,0,0
0,elevated,elevated,1,moderate,1,0,straw,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,1,1
1,elevated,elevated,1,moderate,1,0,straw,1,0,0,1,0,0,dry,0,Gruner Veltliner - Smaragd/Reserve,0,1
2,high,elevated,0,light,1,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,0,1
3,elevated,elevated,1,elevated,1,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,0,1
4,elevated,elevated,1,light,1,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,1,1
5,elevated,elevated,1,moderate,0,0,straw,1,0,0,1,0,0,dry,0,Gruner Veltliner - Smaragd/Reserve,1,1
6,elevated,elevated,0,moderate,0,0,straw,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,0,1
7,elevated,elevated,1,moderate,1,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,1,1
8,elevated,elevated,1,elevated,1,0,straw,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,0,1
9,elevated,elevated,1,light,0,0,straw,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,0,1
10,high,elevated,0,light,0,0,straw,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,0,1
11,elevated,elevated,0,light,1,0,straw,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,0,1
12,elevated,elevated,1,elevated,1,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,1,1
13,elevated,elevated,0,light,0,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,1,1
14,elevated,elevated,0,moderate,0,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,0,1
15,elevated,elevated,1,moderate,0,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,1,1
16,elevated,elevated,0,light,1,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,1,1
17,elevated,elevated,1,elevated,1,0,yellow,1,0,0,1,0,0,dry,0,Gruner Veltliner - Smaragd/Reserve,0,1
18,elevated,elevated,1,moderate,1,0,straw,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,1,1
19,elevated,elevated,1,elevated,1,0,straw,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,0,1
20,high,elevated,0,moderate,0,0,straw,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,1,1
21,elevated,elevated,0,moderate,1,0,straw,1,0,0,1,0,0,dry,0,Gruner Veltliner - Smaragd/Reserve,0,1
22,elevated,elevated,1,moderate,1,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,1,1
23,elevated,elevated,0,moderate,0,0,straw,1,0,0,1,0,0,dry,0,Gruner Veltliner - Smaragd/Reserve,1,1
24,elevated,elevated,0,elevated,0,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,0,1
25,elevated,elevated,1,light,0,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,1,1
26,elevated,elevated,1,light,1,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,1,1
27,elevated,elevated,1,light,1,0,yellow,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,0,1
28,elevated,elevated,0,light,1,0,straw,1,0,0,1,0,0,dry,1,Gruner Veltliner - Smaragd/Reserve,1,1
29,elevated,elevated,1,light,0,0,straw,1,0,0,1,0,0,dry,0,Gruner Veltliner - Smaragd/Reserve,0,1
0,high,moderate,1,elevated,0,0,yellow,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
1,high,moderate,1,moderate,0,0,yellow,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
2,high,moderate,0,moderate,0,0,gold,0,0,1,0,1,0,off-dry,0,Vouvray,0,0
3,high,moderate,0,elevated,0,0,yellow,0,0,0,0,1,0,slight_rs,0,Vouvray,0,0
4,high,moderate,0,elevated,0,0,yellow,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
5,high,moderate,0,moderate,0,0,yellow,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
6,high,moderate,1,moderate,0,0,yellow,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
7,high,moderate,1,moderate,0,0,gold,0,0,1,0,1,0,off-dry,0,Vouvray,0,0
8,high,moderate,1,moderate,0,0,yellow,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
9,high,moderate,0,moderate,0,0,yellow,0,0,1,0,1,0,off-dry,0,Vouvray,0,0
10,high,moderate,0,moderate,0,0,yellow,0,0,1,0,1,0,off-dry,0,Vouvray,0,0
11,high,moderate,1,elevated,0,0,gold,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
12,high,moderate,1,moderate,0,0,gold,0,0,1,0,1,0,off-dry,0,Vouvray,0,0
13,high,moderate,1,elevated,0,0,yellow,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
14,high,moderate,1,moderate,0,0,yellow,0,0,1,0,1,0,off-dry,0,Vouvray,0,0
15,high,moderate,0,moderate,0,0,gold,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
16,high,moderate,1,moderate,0,0,gold,0,0,1,0,1,0,off-dry,0,Vouvray,0,0
17,high,moderate,1,moderate,0,0,yellow,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
18,high,moderate,1,moderate,0,0,yellow,0,0,0,0,1,0,off-dry,0,Vouvray,0,0
19,high,moderate,0,elevated,0,0,yellow,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
20,high,moderate,1,elevated,0,0,gold,0,0,0,0,1,0,slight_rs,0,Vouvray,0,0
21,high,moderate,1,elevated,0,0,yellow,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
22,high,moderate,0,elevated,0,0,yellow,0,0,0,0,1,0,slight_rs,0,Vouvray,0,0
23,high,moderate,0,elevated,0,0,gold,0,0,1,0,1,0,off-dry,0,Vouvray,0,0
24,high,moderate,1,moderate,0,0,yellow,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
25,high,moderate,0,moderate,0,0,yellow,0,0,1,0,1,0,off-dry,0,Vouvray,0,0
26,high,moderate,1,moderate,0,0,yellow,0,0,0,0,1,0,off-dry,0,Vouvray,0,0
27,high,moderate,1,elevated,0,0,yellow,0,0,0,0,1,0,slight_rs,0,Vouvray,0,0
28,high,moderate,1,moderate,0,0,gold,0,0,1,0,1,0,slight_rs,0,Vouvray,0,0
29,high,moderate,0,elevated,0,0,yellow,0,0,1,0,1,0,off-dry,0,Vouvray,0,0
0,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
1,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
2,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
3,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
4,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
5,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
6,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
7,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
8,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
9,high,diminished,0,light,1,0,straw,0,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
10,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
11,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
12,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
13,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
14,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
15,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
16,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
17,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
18,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
19,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
20,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
21,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
22,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
23,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
24,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
25,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
26,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
27,high,diminished,0,light,1,0,straw,0,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
28,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
29,high,diminished,0,light,1,0,straw,0,0,0,0,0,0,off-dry,0,Riesling (Germany),0,0
0,elevated,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
1,elevated,high,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
2,high,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
3,high,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
4,high,moderate,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
5,elevated,moderate,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
6,high,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
7,high,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
8,high,moderate,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
9,high,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
10,high,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
11,elevated,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
12,high,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
13,elevated,elevated,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
14,elevated,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
15,elevated,elevated,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
16,high,high,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
17,high,elevated,0,moderate,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
18,elevated,high,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
19,high,moderate,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
20,high,moderate,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
21,high,moderate,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
22,high,elevated,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
23,elevated,elevated,0,moderate,0,0,yellow,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
24,high,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
25,elevated,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
26,high,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
27,elevated,elevated,0,light,0,0,straw,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
28,elevated,elevated,0,light,0,0,yellow,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,1,0
29,high,elevated,0,moderate,0,0,yellow,0,1,0,0,0,1,dry,0,Bordeaux Sauv/Semillon blend,0,0
